spec_mz_index,oli_mass_index,delta_ppm
15,73,1.0515786489737518
20,76,1.0713794523082811
24,79,1.1676135220875965
26,80,1.593759530735452
42,81,1.6976681405369187
78,82,1.6757181327443118
87,83,1.8310452085117261
101,85,2.0499443388003376
114,86,1.1267697602467854
123,87,1.373592821604339
