spec_mz_index,oli_mass_index,delta_ppm
28,103,1.4520109268355237
31,105,1.3420113298388734
32,106,1.4207002444171615
33,107,1.428037395952892
49,113,1.8941431613807989
54,115,2.189602928555212
56,117,1.8973329181550282
193,125,1.2353341958582633
223,128,1.4209609789921003
226,130,1.252707629544004
232,132,0.9660182081319868
236,134,1.00498337155875
