spec_mz_index,oli_mass_index,delta_ppm
37,119,2.122921572112185
38,121,1.9479229632857247
49,123,2.1065335083922188
51,125,2.3271307206048113
64,126,1.6952481189942832
84,127,1.2533666834179025
85,128,1.3125155932872332
86,129,4.82551295279884
87,130,1.8813086024728984
102,131,1.875858188485906
103,132,1.3678224224583388
104,134,1.5289656847217254
