spec_mz_index,oli_mass_index,delta_ppm
26,97,1.4233017897581859
32,102,1.5151874872491686
38,106,1.3420113298388734
42,108,1.5108984702886408
78,113,2.012351819258635
89,116,2.0009441448610055
94,117,2.3293809470534983
185,129,1.283840497289481
186,130,1.051174418359822
192,133,1.6675086304452458
196,134,1.2516128944458367
