spec_mz_index,oli_mass_index,delta_ppm
3,124,1.3420113288475355
5,127,1.0137318176670074
30,150,1.1261244041201977
39,159,2.0258899646680595
67,165,1.9325250422366445
71,166,1.4200831821107704
81,169,2.560832896641959
