spec_mz_index,oli_mass_index,delta_ppm
52,73,1.7751798599282238
53,74,1.7183653913095815
59,75,1.5371522685125025
60,76,1.6080582335589242
61,78,1.6575369868477865
100,81,1.3604148086024712
186,83,1.7019437640723072
191,85,1.9479229632857247
201,86,2.965674886861217
202,87,2.1065335083922188
205,89,2.1325429561385083
