spec_mz_index,oli_mass_index,delta_ppm
0,124,1.3420113295084275
2,126,1.3451763075711984
14,133,1.4487292936454534
53,147,1.6092693784067618
57,150,3.1018429556043596
74,158,1.8410140345128376
76,160,2.5417129276437787
79,161,1.2296437812474708
95,162,2.697743418111119
