spec_mz_index,oli_mass_index,delta_ppm
0,123,1.3420113288475355
1,124,0.9872451913649033
2,126,1.3451763069431832
23,138,0.6158989060804801
53,146,1.6092693782070013
57,148,3.101842955410727
74,157,1.8410140343376875
79,160,1.2296437810770493
122,163,1.7751887156504804
127,165,0.04606337898638248
140,167,1.2172984722549682
146,169,1.436584956572354
171,173,0.9578322625961819
