spec_mz_index,oli_mass_index,delta_ppm
6,103,0.6153533959620658
9,107,1.428037395952892
29,110,1.1737343741316086
102,127,1.0455979555369925
105,128,1.4124726896381368
120,131,1.2452634569713386
121,132,1.2180738239788285
