spec_mz_index,oli_mass_index,delta_ppm
42,119,1.8201223067801309
44,121,0.32160535241715843
55,123,2.025889964843209
58,125,1.6044036161513189
72,126,0.40095575675740175
104,127,1.2533666834179025
105,128,1.1123273784594494
107,129,0.2303602634358549
108,130,1.6850517622784829
123,131,1.5691527910425822
124,132,1.2452634572035612
125,134,1.5289656846077113
