spec_mz_index,oli_mass_index,delta_ppm
35,94,1.446270348522301
36,96,1.2265926245133645
37,99,1.1645340500837584
38,100,2.1962392260368477
53,109,2.6207890939837495
77,115,1.7541066802538394
78,117,1.657455919181468
160,125,1.773303807149192
190,127,2.34447310608014
191,128,1.1790567922233903
193,130,1.5542138259364304
203,131,1.3749059423027699
204,132,0.8775863815388499
205,134,1.2180738242068567
