spec_mz_index,oli_mass_index,delta_ppm
30,92,1.3249472165298708
33,97,2.1962392260368477
35,99,1.1471757191075198
37,107,1.1606272577764072
59,109,1.294512516776733
112,120,2.14535778990562
124,121,0.5854450015562839
149,123,1.8631136182961663
150,124,0.9531816627718018
152,125,0.8347465220159802
165,126,0.797242000995674
