spec_mz_index,oli_mass_index,delta_ppm
1,57,8.643541325526698
13,94,1.5449432239330656
14,96,1.8495047139262157
15,99,1.7545127673526701
16,100,1.422316723513463
41,113,9.559696488460993
54,115,2.694691322929491
56,117,3.1231339104114033
170,122,9.035829391478288
188,125,2.2223527029291525
200,126,2.89927795667937
221,127,0.5742074018314458
222,128,1.8574719939161977
223,130,1.4124726900100013
234,131,0.44456472432784355
235,132,1.1227044622556728
237,134,1.7696560243933057
