spec_mz_index,oli_mass_index,delta_ppm
0,135,0.6153533974490738
6,141,1.8423426312543547
37,190,1.788905430359875
40,193,2.068225744859208
49,197,1.9430408478877221
51,201,1.421822286346316
52,205,1.6817598664239841
53,209,1.6601842671488485
59,215,1.3246006947650257
61,216,1.543756123372234
64,218,1.7723515051695897
71,222,5.89107283265816
94,231,1.245786197713881
98,235,1.7504707178584753
101,238,2.546202952623053
111,241,1.4291018940524123
112,242,0.9172105499821778
