spec_mz_index,oli_mass_index,delta_ppm
2,131,0.9932156543331521
5,135,1.5937595315204707
20,161,6.86077477327606
24,166,2.025126465759756
47,191,2.0176771537801446
48,194,1.7438801494195753
57,206,2.0142354920779604
60,214,1.6834939800407522
75,217,1.3811529018145037
79,220,4.7885152521408925
99,227,1.1790567927291413
103,229,1.4778916812537337
117,237,1.2452634576680066
118,241,1.5289656849497535
126,243,1.2122847256417477
