spec_mz_index,oli_mass_index,delta_ppm
23,94,1.5449432246809205
24,96,1.5216563421483489
26,99,1.0713794521317732
27,100,1.2365751441161206
63,115,2.2652942054475935
65,117,2.1594009203944875
188,127,1.932525042616373
189,128,1.7907426705663956
192,130,0.7473791296873369
200,131,0.056388955878719935
201,132,0.6835344826871317
202,134,1.2180738242068567
